code,region_code,en,ar
1522,12,Bani Jarrah,بني جرة
1523,12,Al Marzuq,آل مرزوق
1524,12,Al Himayd,آل حميد
1525,12,Jabr,جبر
1526,12,Hawalah,حوالة
1527,12,Al Azahirah,الأزاهرة
1528,12,Dar As Suq,دارالسوق
1529,12,Bani Kabir,بني كبير
1530,12,Al Humran,الحمران
1531,12,Biljurashi,بلجرشي
1533,12,Bal Shaham,بالشهم
1534,12,Badiyat Bani Kabir,بادية بني كبير
1535,12,Bal'ala,بلعلاء
1536,12,Al 'Ufus,العفوص
1537,12,Khirah,خيرة
1538,12,Qarn Dhabi,قرن ظبي
1539,12,Shibriqah,شبرقة
1540,12,Al Ghashamrah,الغشامرة
1541,12,Al 'Abbas,العباس
1542,12,Bahah,الباحة
1543,12,Raghdan,رغدان
1544,12,Adh Dhafir,الظفير
1545,12,Bani Hasan,بني حسن
1546,12,Baydan,بيضان
1547,12,As Saghrah,الصغرة
1548,12,Bani Dhabyan,بني ظبيان
1549,6,Ash Shaqiq,الشقيق
1550,6,Al Badhdhadhah,البظاظة
1551,6,Al Harajah,الحرجة
1552,6,Al Yazid,آل يزيد
1553,6,Al Qa'arah,القعرة
1554,6,Al Far',الفرع
1555,6,Al Balas,البلس
1556,6,Al 'Idhah,العظة
1557,6,As Sarf,الصرف
1558,6,Thamma,ثما
1559,6,Al 'Asirah,العاسرة
1560,6,Hijab,حجاب
1561,6,Al Husanah,الحصنة
1562,6,Al Az Zariyah,آل الزارية
1563,6,Al Hasba,الحصباء
1564,6,Al Salamah,آل سلمة
1565,6,Al Ash Shaykh,ال الشيخ
1566,6,Al Bashair,البشائر
1567,2,Al Qa',القاع
1568,2,Abu 'Ali,أبو علي
1569,2,Al 'Amudiyah,العمودية
1570,6,Qarn Bin Sahir,قرن بن ساهر
1571,2,Thuluth 'Imarah,ثلوث عمارة
1572,2,Harf Mibrah,حرف مبرة
1573,2,Al Fayijah,الفايجة
1574,2,Al Hamdah,الحمضة
1575,2,Nakhusah,ناخسة
1576,2,Numarah,نمرة
1577,2,Al Qaza'ah,القزعة
1578,2,As Sahanah,الصحنة
1579,2,Al Mu'aqas,المعقص
1580,2,Al Marwah,المروة
1581,2,As Sufay,الصفي
1582,2,Ash Shaghaz,الشغز
1583,2,Al Qadab,القضب
1584,2,Al 'Ajalin,العجالين
1585,2,Ash Shi'b,الشعب
1586,2,As Sulb,الصلب
1587,2,Al Fariq,الفريق
1588,2,As Salamah,السلامة
1589,2,As Sahwah,الصهوة
1590,2,'Unaykir,عنيكر
1591,2,Al Kidsah,الكدسة
1592,2,Ajlan,عجلان
1593,2,Al Quhman,القحمان
1594,2,Al 'Arja,العرجاء
1595,2,Al Buraym,البريم
1596,2,Al Farshah,الفرشة
1597,2,Az Za'atirah,الزعاترة
1598,2,Al 'Amayir,العماير
1599,2,As Samrah,السمرة
1600,2,Sha'ib Samir,شعب سامر
1601,2,As Sadah,السادة
1602,2,Al Qahb,القحب
1603,2,Ballaqah,بلاقة
1604,2,Zubayd,زبيد
1605,2,Makhshush,مخشوش
1606,2,Al 'Aynah,العينة
1607,2,Khabt As Sabt,خبت السبت
1608,2,Al Fahimah,الفاهمة
1609,2,Thurayban,ثريبان
1610,2,Al Mabna,المبنى
1611,6,Al Qa',القاع
1612,2,Al Hudhayfah,الحذيفة
1613,2,Nakhis,ناخس
1614,2,Az Zubayri,الزبيري
1615,2,Ghurab,غراب
1616,2,As Sirr,السر
1617,6,Al 'Amir,آل عامر
1618,2,An Nubay'ah,النبيعة
1619,2,Al Harsh,الحرش
1620,2,Al Hadba,الحدباء
1621,2,As Sudarah,الصدرة
1622,6,Al Haddarah,الهدارة
1623,2,Ash Shara,الشرى
1624,2,Al Anafah,الأنفة
1625,2,Al Qunfidhah,القنفذة
1626,6,Balqarn,بلقرن
1627,6,Sabt Al 'Alayah,سبت العلاية
1628,2,Al Qawz,القوز
1629,2,Kiyad,كياد
1630,2,As Suffah,الصفة
1631,2,Al Mudhaylif,المظيلف
1632,2,Al Habil,الحبيل
1633,2,Sabya',صبياء
1634,6,Bashut,باشوت
1635,2,Ma'shuqah,معشوقة
1636,2,Dawqah,دوقة
1637,2,Sabt Shumran,سبت شمران
1638,2,Ahd Bani Zayd,احد بني زيد
1639,2,Sabt Al Jarah,سبت الجارة
1640,6,Qudrayn,قدرين
1641,6,Al Sufyan,آل سفيان
1642,6,Al Badlah,البدلة
1643,6,Mamlah,مملح
1644,6,Al Jawdah,آل جودة
1645,6,Bani Zuhayr,بني زهير
1646,6,Al Hadba,الحدباء
1647,6,Al Ithibah,آل إثيبة
1648,6,Tala,تلاء
1649,6,Al Qaysah,القيسة
1650,6,Al Faris,آل فارس
1651,6,Adh Dhafra,الذفراء
1652,6,Bathah,بطحة
1653,6,Bani Qays,بني قيس
1654,6,Al Qadwa,القضوى
1655,6,Al Humayyitah,الحميطة
1656,6,Ar Rashda,الرشداء
1657,6,Labwah,لبوة
1658,6,Al Hidaynan,آل حضينان
1659,6,Al Mujra,المجرا
1660,6,Al Kharb,الخرب
1661,6,Al Saqr,آل صقر
1662,6,Jilayyilah,جليلة
1663,6,Ti'mah,طعمة
1664,6,Al Mu'amalah,المعاملة
1665,6,Al Haymah,الحيمة
1666,6,Al Batnah,البطنة
1667,6,Bish,بيش
1668,6,Al Hifah,الحيفة
1669,6,At Turayf Al A'la,الطريف الأعلى
1670,6,Al Maddah,المضة
1671,6,'Irqah,عرقة
1672,6,Thafrah,ثفرة
1673,6,Far'at Quwa,فرعة قواء
1674,6,Al Barqa,البرقاء
1675,6,Farasan,فرسان
1676,6,Lasas,لسس
1677,6,Al Qawz,القوز
1678,6,As Safa Al Mulabad,الصفا الملبد
1679,6,Ath Thu'aylibah,الثعيلبة
1680,6,At Talhah,الطلحة
1681,6,Badiyah,بادية
1682,6,Al 'Ayn,العين
1683,6,Al Baghath,البغث
1684,6,Al Murayfiq,المريفق
1685,6,Al Harfayn,الحرفين
1686,6,Al Qaddah,القضة
1687,6,Al Hamid,الحامض
1688,6,At Tilah,الطلاح
1689,6,Wasit,واسط
1690,6,Khashm Sha',خشم شاع
1691,6,Al Khadayir,الخضاير
1692,6,Mashhidh,مشحذ
1693,6,Buraym As Silil,بريم السليل
1694,6,Al Burdan,البردان
1695,6,Raghwah,رغوة
1696,6,Al Sa'id,آل سعيد
1697,6,Al Ghawl,الغول
1698,6,Al Al Hayilah,آل الهايلة
1699,6,Al Jarman,آل جرمان
1700,6,'Irqah,عرقة
1701,6,Al Hawawish,الحواويش
1702,6,Al Marri,المري
1703,6,Al Shuwayl,آل شويل
1704,6,Kidman,كدمان
1705,6,As Sufayyah,الصفية
1706,6,Ibn Nijam,إبن نجم
1707,6,Al Mathnah,المثناة
1708,5,Hadba',هدباء
1709,6,Wadi Ibn Hashbal,وادي ابن هشبل
1710,6,Al Bi Thawr,ال بي ثور
1711,6,As Sila,السلع
1712,6,Al Maddah,المضة
1713,6,Ar Rawdah,الروضة
1714,6,Khaybar Al Janub,خيبر الجنوب
1715,6,Al Hithadah,الحثدة
1716,6,Al Ba'iq,الباعق
1717,6,Al 'Ard,العرض
1718,6,Umm Dahi,أم ضحي
1719,6,Al Thawban,آل ثوبان
1720,6,Al Haylah,الحيلة
1721,6,Muratikh,مراتخ
1722,6,Umm Dhuhur Ar Rafud,أم ظهور الرفود
1723,6,Majzu'ah,مجزوعة
1724,6,Al Qurunah,القرونة
1725,6,Ar Ri',الريع
1726,6,Qinayfid,قنيفد
1727,6,Al Murabba',المربع
1728,6,Al Fahimah,الفاهمة
1729,6,Al Muhsun,آل محصن
1730,6,An Nusub,النصب
1731,6,Al Muslim,المسلم
1732,6,Ar Raysh,الريش
1733,6,Al Hajib,الحاجب
1734,6,Al 'Illin,آل علين
1735,6,Al Hadan,الحضن
1736,6,Al 'Ayn,العين
1737,6,Al Mukaththir,المكثر
1738,6,Al Barik,البارك
1739,6,Al Maghmar,المغمر
1740,6,Al 'Idah,العيدة
1741,6,Al Hajf,الحجف
1742,6,Al Maqa'id,المقاعد
1743,6,Shi'b Durayb,شعب دريب
1744,6,Al Kadid,الكديد
1745,6,As Sahar,السحر
1746,6,Ibn 'Abidi,إبن عبيدي
1747,6,Al Jabhah,الجبهة
1748,6,Al Harrah,الحرة
1749,6,Ma'sam,معصم
1750,6,Al Hadabat,الحدبات
1751,6,Al Ma'shur,المعشور
1752,6,Al Maslamah,المسلمة
1753,6,Bayn Al Jablayn,بين الجبلين
1754,6,Al Hashaf,الحشف
1755,6,Rayman,ريمان
1756,6,Al Khalif,الخليف
1757,6,Ar Rahah,الراحة
1758,6,Al 'Afarah,العفارة
1759,6,Al Bajili,البجيلي
1760,6,Al 'Aql,العقل
1761,6,Al Majma'ah,المجمعة
1762,6,Sayyal,سيال
1763,6,Al Ma'lawi,آل معلوي
1764,6,Al Khutaym,الخطيم
1765,6,Al Fayy,الفي
1766,6,Al Jardan,الجردان
1767,6,Kharif,خارف
1768,6,Ash Sharaf,الشرف
1769,6,Sarah,سارة
1770,6,Siqamah,سقامة
1771,6,Al Khabarah,الخبارة
1772,2,Ghudayqah,غديقة
1773,2,Al Kharjah,الخرجة
1774,2,Ad Dubaniyah,الدبانية
1775,2,As Sabkhah,الصبخة
1776,2,Sa'bah,صعبة
1777,2,Sur Bin Shakwan,صور بن شكوان
1778,2,Al Khashashah,الخشاشة
1779,2,Al 'Awsa,العوصاء
1780,2,Al Khashah,الخشة
1781,2,Laghab,لغب
1782,2,Ar Raha,الرحى
1783,2,Harizah,حريزة
1784,2,Al Khadra,الخضراء
1785,2,Al Hawrah,الحورة
1786,2,Radwan,رضوان
1787,6,Habath,حبث
1788,6,Al Nahiyah,آل ناهية
1789,6,Al Adh Dhib,آل الذيب
1790,6,Futah,فتاح
1791,6,Maslat,مسلت
1792,6,Al Shaddadi,آل شدادي
1793,6,Al 'Asimi,آل عاصمي
1794,6,Dhi Husaymu,ذي حصيمو
1795,6,Wusanib,وسانب
1796,6,Az Zaha,الزهراء
1797,6,Al Masqawi,المسقوي
1798,6,Hidah,هدة
1799,6,Al Ghal,الغال
1800,6,Khamis Mutair,خميس مطير
1801,6,Muhayil,محايل
1802,6,Qana Al Bahr,قنا البحر
1803,6,Khamis Al Bahr,خميس البحر
1804,6,Qushay'ah,قشيعة
1805,6,Dalaj,دالج
1806,6,Shatt Ibn Jazi'ah,شط إبن جازعة
1807,6,Manqash,منقش
1808,6,Ad Dimagh,الدماغ
1809,6,Thuluth Rim,ثلوث ريم
1810,6,Al Hadan,الحضن
1811,6,Ad Daji',الضاجع
1812,6,Ar Ras'ah,الرصعة
1813,6,Sanumah,سنومة
1814,6,Al Jarf,الجرف
1815,6,As Sarw,السرو
1816,6,Al Ashah,العشة
1817,6,Al Majam,آل مجم
1818,6,Al Husun,الحصون
1819,6,Al Qariyah,القارية
1820,6,Adh Dhurwah,الذروة
1821,6,Ash Shi'bayn,الشعبين
1822,6,Al 'Isa,آل عيسى
1823,6,Marjumah,مرجومة
1824,6,Bayyagh,بيغ
1825,6,Al Jazwah,الجزوة
1826,6,Faqwah,فقوة
1827,6,Al Mut'ali,آل متعالي
1828,6,Dabla,دبلاء
1829,6,Al Qarn,القرن
1830,6,Kalmah,كلمة
1831,6,Al Masam,آل مصم
1832,6,Yasrah,يسراة
1833,6,Al Athl,الأثل
1834,6,Lasnay,لصناي
1835,6,'Ukyah,عكية
1836,6,Al Qarar,القرار
1837,6,Al Jarf,الجرف
1838,6,Fayshan,فيشان
1839,6,Al 'Ayn,العين
1840,6,Ar Rahah,الراحة
1841,6,Al Lasbah,اللصبة
1842,6,Jaww Jibah,جو جيبة
1843,6,Luhud,لهد
1844,6,Al Hadanah,الهدانة
1845,6,Abu Dhira',أبو ذراع
1846,6,Rijal Al Ma',رجال المع
1847,6,As Sudah,السودة
1848,6,Al Huraydah,الحريضة
1849,6,Al Khutwah,الخطوة
1850,6,Al Habil,الحبيل
1851,6,Al Qifay',آل قفيع
1852,6,Al Madiq,المضيق
1853,6,Al Laghir,آل لغر
1854,6,Al Hadabah,الهضبة
1855,6,Al Dalham,آل دلهم
1856,6,'Unqarah,عنقرة
1857,6,Al Lut,آل لوط
1858,6,Al Makir,آل مكر
1859,6,Al 'Irq,آل عرق
1860,6,Sarayim,سرايم
1861,6,Lazmah,لزمة
1862,6,Ad Darb,الدرب
1863,6,Bani Tamim,بني تميم
1864,6,Al Qarha,القرحاء
1865,6,Al 'Amrah,آل عمرة
1866,6,Al Ad Dahis,آل الداحس
1867,6,Al Zuhayr,آل زهير
1868,6,'Irab,عراب
1869,6,Al Mashhur,آل مشهور
1870,6,Al 'Amir,آل عامر
1871,6,Al Hidaylah,آل حديلة
1872,6,Al Hilami,آل حلامي
1873,6,Safhan,صفحان
1874,5,Samudah,سامودة
1875,2,Al Ghubbah,الغبة
1876,2,Al Mahamid,المحاميد
1877,2,Masna Al 'Azyar,مسنى الازيار
1878,2,Al Hudhayfah Al Qalah,الحذيفة القالة
1879,2,Thuwal,ثول
1880,2,Umm As Salam,ام السلم
1881,3,Ghadn Aliya,غضن علياء
1882,2,Bahrah Al Mujahidin,بحرة المجاهدين
1883,2,Bahrah Al Qadimah,بحرة القديمة
1884,2,Hada' Al Jadidah,حداء الجديدة
1885,2,Dhahban,ذهبان
1886,2,Al Ghawla,الغولاء
1887,2,Al 'Awjaniyah,العوجانية
1888,2,As Safhah,الصفحة
1889,2,Al Qadimah,القضيمة
1890,2,Al Qadimah Port,ميناء القضيمة
1891,2,Al Mawalid,المواليد
1892,12,Daghma,دغماء
1893,2,Al Hufayrah,الحفيرة
1894,2,Al Hufayrah,الحفيرة
1895,12,Al Qahab,القهب
1896,2,Al Jahasah,الجحصة
1897,12,Ad Duqum,الدقم
1898,12,Ash Shuhumah,الشهومة
1899,2,'Uwayyah,عوية
1900,12,Sayhan,سيحان
1901,12,Al Hawiyah,الحوية
1902,12,Humays,خميس
1903,12,Ash Shu'abah,الشعبة
1904,2,Al Ahlaf,الاحلاف
1905,2,Al Muwayh Al Qadim,المويه القديم
1906,2,Al Baharah,البحرة
1907,2,Al Badiriyah,البادرية
1908,2,Al Hufayrah,الحفيرة
1909,2,Adh Dhuwayb,الذويب
1910,2,Marwan,مروان
1911,2,Al Qararah,القرارة
1912,2,Umm Ad Dawm,أم الدوم
1913,2,Dughaybjah,دغيبجة
1914,2,Ar Rumaydah,الرميدة
1915,2,Khadd Al Haj,خد الحاج
1916,2,Shuwayhit,شويحط
1917,2,Witaylih,وطيلح
1918,7,Al 'Anabah,العنبة
1919,2,Al Khudr,الخضر
1920,2,Al Wudiyah,الودية
1921,2,As Salhiyah,الصالحية
1922,2,Al Mahani,المحاني
1923,2,Ad Dar Al Bayda,الدار البيضاء
1924,2,An Namur,النمور
1925,2,Al Mubayriz,المبيرز
1926,2,Malah,ملح
1927,2,Al Ghadirayn,الغديرين
1928,7,Al Hamah,الهامة
1929,7,Bir Abu Al 'Ajjaj,بئر ابو العجاج
1930,7,Bir As Sadi,بئر السادي
1931,7,Qal'at Al Adhnum,قلعة الاذنم
1932,7,Salwa,سلوى
1933,7,Wadi Abu Tinah,وادي ابو طينة
1934,7,As Surah,الصورة
1935,7,Tiraym,تريم
1936,7,Bir Fhayman,بئر فحيمان
1937,7,Qasrah,قاصرة
1938,7,Haddaj,هداج
1939,7,Al Hawawit,الحواويط
1940,7,Jubbah,جبة
1941,7,Al Mharish,المهارش
1942,7,Duji,ضوجي
1943,7,Al Murayr,المرير
1944,7,Shuwaq,شواق
1945,7,Amdan,آمدان
1946,7,Ruwaqa,رواقا
1947,7,Duba,ضبا
1948,7,Al Khuraybah,الخريبة
1949,7,Surr,صر
1950,7,Sadr,صدر
1951,7,Nabi' Dama,نابع داما
1952,7,Qabqab,قبقاب
1953,7,Sharma,شرماء
1954,7,Shaghab,شغب
1955,7,Al Muwaylih,المويلح
1956,7,Ad Disah,الديسة
1957,4,As Salmiyah,السالمية
1958,4,Al Muraydisiyah,المريديسية
1959,4,As Safra,الصفراء
1960,4,Khabb Rawdan,خب روضان
1961,4,Al Muntazah,المنتزة
1962,4,Mushrifah,مشرفة
1963,8,Fayd,فيد
1964,8,Tabah,طابة
1965,8,Al Kahafah,الكهفة
1966,8,Uqlat Ibn Dani,عقلة بن داني
1967,8,Uqlat Al Laban,عقلة اللبن
1968,8,As Safra,الصفراء
1969,8,Al Bir,البير
1970,8,Uqlat Ibn Kulayb,عقلة ابن كليب
1971,8,Uraija',عريجاء
1972,8,Al Matrafiyah,المطرفية
1973,8,Al Mudayyih,المضيح
1974,8,Ghamrah,غمرة
1975,8,An Ni'ayy,النعي
1976,8,Al Juhfah,الجحفة
1977,8,Al 'Ishsh,العش
1978,8,As Sab'an,السبعان
1979,4,Qasr Al 'Abdallah,قصر العبد الله
1980,4,Mazari' Al Hufayrat,مزارع الحفيرات
1981,4,Ash Shananah,الشنانة
1982,4,As Samra,السمراء
1983,4,Al 'Atshan,العطشان
1984,4,As Siq,السيق
1985,4,Al Qa'arah,القعرة
1986,4,Al Asyah,الاسياح
1987,4,At Tannumah,التنومة
1988,4,Al Burud,البرود
1989,4,Khusayyibah,خصيبة
1990,4,Turayf Al Asyah,طريف الاسياح
1991,4,Al Bandariyah,البندرية
1992,4,Hunaydhil,حنيظل
1993,4,Al Ja'alah,الجعلة
1994,4,Aba Al Wurood,ابا الورود
1995,4,Didah,ضيدة
1996,4,An Nimriyah,النمرية
1997,4,Al Mutaywi Ash Shamali,المطيوي الشمالي
1998,4,Al Mahalani,المحلاني
1999,4,Uyun Al Jawa',عيون الجواء
2000,4,Uthal,أوثال
2001,4,Ghaf Al Jiwa,غاف الجواء
2002,4,Rawd Al Jiwa,روض الجواء
2003,5,Ash Shaharin,الشهارين
2005,5,Umm Al 'Arad,أم العراد
2006,5,Al 'Ubaylah,العبيلة
2007,5,Shubaytah,شبيطة
2008,5,Shawwalah,شوالة
2009,5,Markaz Ash Shaybah,مركز الشيبة
2010,5,Markaz Al Khiran,مركز الخيران
2011,5,Hijrat At Tawilah,هجرة الطويلة
2012,5,Ajaib,عجائب
2013,5,At Tarbil,الطربيل
2014,5,At Tuhaymiyah,التهيمية
2015,5,Al Miqdam,المقدام
2016,5,As Sabayirah,السبايرة
2017,5,As Sabat,السباط
2018,5,Al Jarn,الجرن
2019,5,Barqa Al Rukban,برقاء  الركبان
2021,7,'Amrat,عمرات
2022,5,Batha,بطحاء
2023,5,Al 'Adid,العديد
2024,5,'Ardah,عردة
2025,5,Dha'blutin,ذعبلوتن
2026,5,Al Jadidah,الجديدة
2027,5,Na'lat Shadqam,نعلة شدقم
2028,5,Al Khuways,الخويس
2029,5,Shadqam,شدقم
2030,5,Abraqiyah,ابرقية
2031,5,Al Hafayer,الحفاير
2032,5,Ibn Sirhan,ابن سرحان
2033,5,Al Muraddaf,المرضف
2034,5,Al Hawiyah,الحوية
2035,5,Al Udayliyah,العضيلية
2037,5,Harad,حرض
2038,5,Al Uyun,العيون
2039,2,Al Hait,الحائط
2040,2,Al Far'ah,الفرعة
2041,2,Ghazal,غزال
2042,2,As Salamah,السلامة
2044,2,Al Muwayh Al Jadid,المويه الجديد
2045,2,'Abal,عبال
2046,2,Al Ji'lan,الجعلان
2047,2,Halaba,حلباء
2048,2,Haddad,حداد
2049,2,As Sayl As Saghir,السيل الصغير
2050,2,Rayhah,ريحة
2051,2,Al 'Arfa,العرفاء
2052,2,Ar Rahbah,الرحبة
2053,2,Al Quhayb,القهيب
2054,2,Al Qaran,القران
2055,2,Al Hawiyah,الحوية
2056,2,As Sayl Al Kabir,السيل الكبير
2057,2,As Sawarqiyah,السوارفية
2058,2,'Ushayrah Al Jadidah,عشيرة الجديدة
2059,2,Al 'Atif,العطيف
2060,2,Al Qurrashiyat,القرشيات
2061,2,'Ushayrah,عشيرة
2062,2,As Sayilah,السايلة
2063,2,Al Fira',الفراع
2064,2,An Najmah,النجمة
2065,2,Al 'Usman,العصمان
2066,2,Al 'Asid,العاصد
2067,2,Al Ya'asib,اليعاسيب
2068,2,Ash Shubban,الشبان
2069,2,Al Qana',العنع
2070,2,At Tuwal,الطوال
2071,2,Al Fari'ah,الفارعة
2072,2,Al Murayfiq,المريفق
2073,2,As Sadd,السد
2074,2,Mishriq,مشرق
2075,2,Al Burah,البورة
2076,2,Ash Shara,الشرى
2077,2,Rishan,ريشان
2078,2,Mithan,المثان
2079,2,Al Manadih,المناضح
2080,2,Al 'Amar,العمار
2081,2,Al Majrad,المجرد
2082,2,Al 'Ata,آل عطى
2083,2,As Salaqa,السلاقا
2084,2,Al Dar Al Hamra,الدار الحمراء
2085,2,Marran,مران
2086,2,Al Hufayrah,الحفيرة
2087,2,Shaqasan,شقصان
2088,2,Mudallilah,مظللة
2089,2,Umm An Nakhlah,ام النخلة
2090,2,Adh Dhiyabat,الذيابات
2091,2,Ghazayil,غزايل
2092,2,Qiya,قيا
2093,2,Buwa,بوا
2094,2,'Ishayra Maktan,عشيرة مكتن
2095,2,Al Hafair,الحفائر
2096,2,Rumhah,رمحة
2097,2,As Salamah,السلمة
2098,2,Hadan,حضن
2099,2,Bir 'Inn,بئر عن
2100,2,Ath Thabitiyah,الثابتية
2101,2,Julayyil,جليل
2102,2,Sulubah,صلبة
2103,2,Al Akhadir,الاخاضر
2104,2,Al Kharaiq,الخرائق
2105,2,Kulakh,كلاخ
2106,2,Zubaidah,زبيدة
2107,2,Za'faran,زعفران
2108,2,Marfud,مرفوض
2109,2,Al Qudaifah,القضيفة
2110,2,Bisil,بسل
2111,2,As Sudayrah,السديرة
2112,2,Al Ma'qir,المعقر
2113,2,At Tuflan,الطفلان
2114,2,As Sufah,الصفاة
2115,2,Al Halqah,الحلقة
2116,2,Al Jadir,الجدير
2117,2,Al Khalif,الخليف
2118,2,Al Hawtah,الحوطة
2119,2,Juwairah,جويرة
2120,2,At Tufayha,الطفيحاء
2121,2,Jush,جوش
2122,2,Al Qahum,القحوم
2123,2,Al Gharayyib,الغريب
2124,2,Al Hamra,الحمراء
2125,2,Al Qasr,القصر
2126,2,Al Libbah,اللبة
2127,2,Al Qari',القريع
2128,2,Ash Sha'a'ib,الشعاعيب
2129,2,Maysan,ميسان
2130,2,Qaha,قها
2131,12,Barahrah,برحرح
2132,2,As Sur,الصور
2133,2,Abu Rakah,ابو راكة
2134,2,Al Furay',الفريع
2135,2,Al Watah,الوطاة
2136,2,Al Quway'iyah,القويعية
2137,2,Ibn Ghannam,إبن غنام
2138,2,Dhawwad,ذواد
2139,2,Al Mabrak,المبرك
2140,2,Al 'Ilawah,العلاوة
2141,2,Al Hairiyah,الحائرية
2142,2,Du'aymir,دعيمر
2143,2,Wusa'ad,وساعد
2144,2,Al Midarah,المدرة
2145,2,Ad Dayyirah,الديرة
2146,2,Al Khalidiyah,الخالدية
2147,2,Al Ghurabah,الغرابة
2148,2,Al 'Ilabah,العلبة
2149,2,Al 'Abisiyah,العابسية
2150,2,Al 'Irqayn,العرقين
2151,2,Al Gharmul,الغرمول
2152,2,Al 'Isalah,العصلة
2153,2,Zallaqah,زلاقة
2154,2,Al Hashafah,الحشفة
2155,2,Abu Madhallah,ابو مظلة
2156,2,Turbah,تربه
2157,2,Al Hashraj,الحشرج
2158,2,Shi'r,شعر
2159,5,Ar Rabi'iyah,الربيعية
2160,7,Bir Ibn Rashdan,بئر ابن رشدان
2161,5,Al Qudayh,القديح
2162,5,Al Khuwildiyah,الخويلدية
2163,5,Ad Duraidy,الدريدي
2164,5,Al Khatrashiyah,الخترشية
2165,5,Abu Ma'an,ابو معن
2166,5,Umm As Sahik,ام الساهك
2167,5,Safwa,صفوى
2168,5,Hazam Umm As Sahik,حزم ام الساهك
2169,3,Al Farsh,الفرش
2170,5,Al Jish,الجش
2171,5,'Inak,عنك
2172,5,Hulat Muhish,حلة محيش
2173,5,At Tubi,التوبي
2174,5,Al Malahah,الملاحة
2175,3,Al 'Usayli,العصيلي
2176,5,Darin,دارين
2177,5,Al 'Awwamiyah,العوامية
2178,5,An Nabiyah,النابية
2179,5,Az Zawr,الزور
2180,5,Al Furay',الفريع
2182,2,Sharai' Al Mujahidin,شرائع المجاهدين
2183,2,At Tan'im,التنعيم
2184,7,Ash Sharaf,الشرف
2185,2,Ash Sharai',الشرائع
2186,2,Ar Rayjah,الريجة
2187,2,Qabil 'Ifan,قابل عيفان
2188,2,Bani Umayr,بني عمير
2189,2,Al Bijaydi,البجيدي
2190,2,Qura As Sadr,قرى الصدر
2191,2,Al Madiq,المضيق
2192,2,Al Majarish,المجاريش
2193,2,Al Hasan,الحسن
2194,2,Ash Shadqa,الشدقاء
2195,2,Ar Riqah,الريقة
2196,2,Az Zaymah,الزيمة
2197,2,Ash Shumaysi,الشميسي
2198,2,Umm Hubaytir,ام حبيتر
2199,2,As Sarf,الصرف
2200,2,Shadad,شداد
2201,2,Umm Al Zillah,ام الزلة
2202,2,Bani Da'ad,بني دعد
2203,2,Umm Ar Rakah,ام الراكة
2204,2,Ash Shu'aybah,الشعيبة
2205,2,Ad Duhaylah,الدحيلة
2206,2,Ar Rawdah,الروضة
2207,2,Ju'ranah,جعرانة
2208,9,Turaif,طريف
2209,9,Al Jirani,الجراني
2210,13,Al Hamad,الحماد
2211,9,Nu'ayj,نعيج
2212,9,Qa' Al Hinu,قاع الحنو
2213,9,Arar,عرعر
2214,9,Markaz As Sahan,مركز الصحن
2215,9,Al 'Uwayqiliyah,العويقلية
2216,9,Aba Ar Rawath,أبا الرواث
2217,9,Al Kasib,الكاسب
2218,9,Umm Khunsur,أم خنصر
2219,9,Hazam Al Jalamid,حزم الجلاميد
2220,9,Ad Duwayd,الدويد
2221,9,Jadidat 'Ar'ar,جديدة عرعر
2222,13,Kaf,كاف
2223,13,Al Qarqar,القرقر
2224,13,Ithrah,إثرة
2225,13,Ghutayy,غطي
2226,13,Al Qurayyat,القريات
2227,13,'Ayn Al Hawasi,عين الحواسي
2228,13,Qulayyib Khudr,قليب خضر
2229,13,Al Isawiyah,العيساوية
2230,13,Al Hadithah,الحديثة
2231,13,An Nasifah,الناصفة
2232,13,Ash Shaqiq,الشقيق
2233,13,Al Hawi,الحوي
2234,13,Suwayr,صوير
2235,13,Hidrij,حدرج
2236,13,Umm Tulayhah,ام طليحة
2237,13,Sakaka,سكاكا
2238,13,Al Laqayit,اللقايط
2239,13,Subayhah,صبيحة
2240,13,Tubarjal,طبرجل
2241,13,Al Fiyad,الفياض
2242,13,Qara,قارا
2243,13,Ath Thaniyah,الثنية
2244,13,Umm Nakhilah,ام نخيلة
2245,13,Al Murayr,المرير
2246,13,Zallum,زلوم
2247,13,An Nabk Abu Qasr,النبك ابو قصر
2248,13,Tal'at 'Ammar,طلعة عمار
2249,13,'Adhfa,عذفاء
2250,13,Khaw'a',خوعاء
2251,13,Ash Shuwayhitiyah,الشويحطية
2252,9,Markaz Umm Al Hiran,مركز أم الحيران
2253,5,Markaz Samah Al Jadid,مركز سماح الجديد
2254,5,Markaz Adh Dhahrah,مركز الظهرة
2255,9,Ibn Suqi,إبن سوقي
2256,9,Rafha',رفحاء
2257,9,Nisab,نصاب
2258,5,Samah,سماح
2259,9,Lawqah,لوقة
2260,9,Umm Rudmah,ام رضمة
2261,5,Ibn Lughaisim,ابن لغيصم
2262,9,Rawdat Habbas,روضة هباس
2263,9,Timiat,التمياط
2264,9,Ibn Shuraym,إبن شريم
2265,9,Ash Shu'abah,الشعبة
2266,9,Linah,لينة
2267,9,Al Markuz,المركوز
2268,13,Dawmat Al Jandal,دومة الجندل
2269,13,Mayqu',ميقوع
2270,13,Al Adari',الأضارع
2271,13,Safan,صفان
2272,13,Ar Radifah,الرديفة
2273,13,Abu 'Ajram,ابو عجرم
2274,13,At Tuwayr,الطوير
